Question,Category
"كريم فازلين بزبدة الكاكاو
هل يزيل اثار الخطوط البيضاء ف الجسم؟",الجلدية والتجميل
"هل النظارت الواقية من الحاسوب والتي تصبح واقية من الشمس في الخارج تؤثرعلى العين عند عدم استخدامها بشكل دائم أواستعمالها بشكل متفاوت.
او هل يلزم استعمالها بشكل دائم دون نزعها؟",طب العيون
هل يوجد علاج لإلتهاب الفقار الوماتويدي (ankylosing spondylitis ) و ما هو العلاج؟,العظام والمفاصل
هل تنظيف الاذن مهم,أنف وأذن وحنجرة
لماذا تسبب الارجيله الم شديد في الرأس,الأمراض العصبية
منذ اربع سنوات اجريت عملية سليف نزلت بحدود ٤٠كيلو ومن بعدها بدأ وزني بالصعود وعتدما حملت وانجبت زاد متل اول رغم اني دائما بنظام غذائي هل هذا يدل على فشل...,التغذية والدواء
هل بعد فك الجبس أشعر بألم بسيط في مكان الكسر ؟ مع العلم بأنني استطيع الوقوف عليها و طلوع و نزول السلم,العظام والمفاصل
ابنى يعانى كل مره شهريا من ارتفاع الدم الابيض يبلغ من العمر 15 شهرا وفى كل مره يكتب له الطبيب مخفض للحراره ودواء سيفودوكس Cefodox هل هنالك علاج شافى لارتفاع...,صحة الطفل
ما فوائد لعمل جراحي انحراف لوتيره,أنف وأذن وحنجرة
اطفال اختي يظهر على ايدهم حب ولكنه لا يؤلم ويشعرون بحكة وهذه الححبوب تظهر بعد اكلهم الشوكلاه ما الحل؟وما هذه الحبوب؟,صحة الطفل
لدي طفل عمره الآن خمس سنوات مشكلته تكمن في الأمراض الصدرية ( الكحة وارتفاع الحرارة واللوزتين ) هو أنه كثير المرض بالكحة وكدا صفير في القفص الصدري مع ارتفاع حرارته...,صحة الطفل
هل تقويم الأسنان يساعد في توسيع الفك الضيق للبالغين,طب وصحة الأسنان
الم اسفل الظهر. يحتفي عند الراحة وعند القيام ببعض التمارين لاسفل الظهر. وأشعر به عند الحركة والانحناء للاسفل والجلوس لفترات طويلة.,العظام والمفاصل
بنتي عمرها سنتين دخلت في ذانها قطعت بلاستيك م̷ـــِْن لعبه وصارت تبكي كتير وتوجعت وتاني يوم مافي وجع بس انتبهت ع دانها في دم متجمد ونظفتلها اياها طلع فيها دم...,صحة الطفل
السلام عليكم ممكن بعد اذن الدكتور طفل عندو 10سنين اتعرض لصاعق تيار كهربائي وفي مشكلة في اليدين ورجلين محروقين من التيار وهية حالين في المستشفى ومش عارفين اية الي حيحصل...,صحة الطفل
والدتى عندها 68سنه صباع الابهام فيه الم عند الحركه عملت اشعه قال الطبيب تليف حول العصب وتحتاج عمليه هل يوجد حل بديل للعمليه وهل يوجدعﻻج لتسكين الالم,الأمراض العصبية
خلعه ضرسين جنب بعض في الفك العلوي ولما ضحك الفراغ شكلو صعب وانا فرحي بعد شهرين خايفه اروح اركب اسناني توجعني واتعب غير اني ٣ الضروس اللي فاضين حشيهاهم وساعات...,طب وصحة الأسنان
لقد اصابني نقص تروية في الدماغ دام لحوالي خمس دقائق فقط و حدث لي مرتين مرة منذ سبع سنين ومرة منذ ثلاث سنوات و بالاضافة الى لقوة خفيفة السنة الماضية...,القلب والأوعية الدموية
ما هو الحل الأفضل للتخلص من الترهلات بعد خسران كمية كبيرة من الوزن الزائد؟,التغذية والدواء
ولادتي كانت منذ ١٠ أيام وكانت ولادة طبيعية اخذت فيها ابرة التخدير في الظهر .. اعاني منذ ولادتي من ارق شديد لا استطيع النوم هل ابرة التخدير تسبب الأرق بعد...,الصحة النفسية
ماهي الاعراض الناتجة من قصر النظر في احدي العينين,طب العيون
زوجي لديه ثقب في الاذن ،هل يشكل عليه خطرا ؟؟,أنف وأذن وحنجرة
ما الاطعمة الممنوعة من مريض سرطان الثدي؟ وما المسموح بتناولها,الأورام
هل مرض سل الغدد الليمفاوية يعد خطير عل حياة الانسان ... و كيف يكون علاجه ...و هل هو معدي ؟,الباطنة والغدد الصماء
عمري 18 س اعاني من خفقان مفاجئ في اغلب الاوقات وخمول ونوم متواصل ولكن متقطع تنميل خفيف في الاطراف غثيان و ألم اعلی بطني في الجهه اليسری كالخفقان واشعر بالدوار...,الأمراض العصبية
لدي حرقة في عيني منذ 3 يوم علما ان لدي قصر نظر واستكماتزم وارتدي النظارات الطبية,طب العيون
سألت من قبل عن جرثومة الدم للطفل الخديج. انا اسفه هي جرثومة بالدماغ. ؟ ماهي وهل هي خطره على حياة الطفل. اتمنى الإجابه باسرع وقت,صحة الطفل
مرحبا اعاني منذ سنه من نغزات ووخز في ثدي الايسر أحيانا الم بسيط متقطع ذهبت لطبيبه وطمنتني وعملت سونار وتطمنت لكن النغزات لم تختفي وحالتي النفسية تعبه جدا لاوجود لكتل...,الأورام
"اتخن
انا بعد الولده تخنت جمد وعيذاخدحاجه لي التخسيس باس مضرنيش انا وطفل
جبت
من الصيدليةsnELLo",التغذية والدواء
أعاني من صداع مزمن مع وجع في جفون العينين و دوخة فماذا يعني ذلك ؟,طب العيون
سلام عليكم كنت أسمع لموسيقى و أغاني لمدة 2 إلى 3 ساعات وسمعي نزل لدرجة كبيرة في الأذن اليسار وفي غرفة نومي أسمع صوت مكيف وصوت أجهز ثانية ليوم كامل...,أنف وأذن وحنجرة
السلام عليكم لدي صداع في مقدمة الرأس ويحدث فجأة ويزداد خلال المساء الى الصباح ولايهدئ بالنوم ولا البرتسيتول ولاالبندول فقط الريليف مانصيحتكم مع العلم لازلت على هذا الحال مدة 9...,الأمراض العصبية
